,Source Account,Text,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
267,CNN,"On a hillside in Vietnam, giant hands extend, holding a new steel bridge that has attracted scores of visitors sinc… https://t.co/yGMEBIh3ti",Wed Aug 01 18:00:01 +0000 2018,0.542,0.209,0.791,0.0,68
268,CNN,A 10-year-old named Clark Kent just beat a record that Michael Phelps held for 23 years https://t.co/h8fec2cSss https://t.co/VDKXxfO9ns,Wed Aug 01 17:50:00 +0000 2018,0.0,0.0,1.0,0.0,69
269,CNN,"“It’s not an order, it’s the President’s opinion,” White House press secretary Sarah Sanders says about President T… https://t.co/TFeqQon1BW",Wed Aug 01 17:44:56 +0000 2018,0.0,0.0,1.0,0.0,70
270,CNN,Texans can now hitch a ride in this self-driving car as part of a pilot ride-sharing program https://t.co/21LiCE1bKP https://t.co/OT8xjOvzdc,Wed Aug 01 17:40:00 +0000 2018,0.0,0.0,1.0,0.0,71
271,CNN,"White House press secretary Sarah Sanders is holding a press briefing.

Watch on CNN: https://t.co/UYpqI3w42L 
Live… https://t.co/JPAmXGacvz",Wed Aug 01 17:34:02 +0000 2018,0.0,0.0,1.0,0.0,72
272,CNN,5 questions that could come up at today's White House press briefing: https://t.co/F7dPYgAi4u https://t.co/Xij2T3iJbI,Wed Aug 01 17:32:55 +0000 2018,0.0,0.0,1.0,0.0,73
273,CNN,"A plane carrying 103 people crashed, then burned in Mexico and no one died https://t.co/zxwDOalDSg https://t.co/mWAVDZxNo8",Wed Aug 01 17:30:08 +0000 2018,-0.7,0.0,0.691,0.309,74
274,CNN,"He lost his home in the California wildfires. But in the ashes, there was a priceless family heirloom.… https://t.co/FZA8bznAi9",Wed Aug 01 17:20:44 +0000 2018,-0.166,0.0,0.912,0.088,75
275,CNN,A white police officer in Michigan who says he was taunted by fellow officers when he told them that he was part bl… https://t.co/nSQdPfU7sH,Wed Aug 01 17:10:06 +0000 2018,0.0,0.0,1.0,0.0,76
276,CNN,"Tesla has successfully positioned itself as the future of automobiles. But in the present, Tesla doesn't make many… https://t.co/wENwlfhKgN",Wed Aug 01 17:05:01 +0000 2018,0.273,0.104,0.896,0.0,77
277,CNN,Facebook and Instagram now reveal how much time you spend in each app https://t.co/GLWAJsGHjU https://t.co/RGrNJ5eX4d,Wed Aug 01 17:00:18 +0000 2018,0.0,0.0,1.0,0.0,78
278,CNN,Women in various parts of South Africa have taken to the streets to protest the increasing levels of gender-based v… https://t.co/e2yXqzHDKn,Wed Aug 01 16:50:01 +0000 2018,-0.25,0.0,0.909,0.091,79
279,CNN,“I lead a very moderate life. I don’t do anything in excess. I don’t eat food until I get fat and that kind of thin… https://t.co/IF1c4dExrt,Wed Aug 01 16:44:03 +0000 2018,0.0,0.0,1.0,0.0,80
280,CNN,"The GDP report was great. Now what? Tune in to @CNNMoney's ""Markets Now"" at 12:45 p.m. ET to hear economist Lindsey… https://t.co/VwoJPKFumj",Wed Aug 01 16:42:05 +0000 2018,0.625,0.163,0.837,0.0,81
281,CNN,Trump just went there on Jeff Sessions and the Russia investigation | Analysis by @CillizzaCNN… https://t.co/qWwNQiVKWl,Wed Aug 01 16:30:06 +0000 2018,0.0,0.0,1.0,0.0,82
282,CNN,"Kroger is launching ""Kroger Ship,"" a direct home delivery service, in four cities: Cincinnati, Houston, Louisville,… https://t.co/8sMmgVTBcO",Wed Aug 01 16:20:12 +0000 2018,0.0,0.0,1.0,0.0,83
283,CNN,"A child's brain repaired itself after a full third of the right hemisphere was surgically removed, rewiring itself… https://t.co/l4Jvv0AuLs",Wed Aug 01 16:10:07 +0000 2018,0.0,0.0,1.0,0.0,84
284,CNN,The Trump Tower meeting: A timeline https://t.co/gKsDVfaBUH https://t.co/VoiAoV1xKY,Wed Aug 01 16:00:09 +0000 2018,0.0,0.0,1.0,0.0,85
285,CNN,"With $1,000 in cash and a handwritten apology, a former waitress is trying to make things right after stealing mone… https://t.co/OezH20h6Vn",Wed Aug 01 15:50:05 +0000 2018,-0.542,0.055,0.776,0.169,86
286,CNN,"President Trump used an odd example Tuesday night to call for stronger voter ID laws, saying that identification is… https://t.co/E5cRRECoGh",Wed Aug 01 15:40:08 +0000 2018,0.077,0.114,0.786,0.1,87
287,CNN,"An average of 200 Nicaraguans a day are applying for asylum in neighboring Costa Rica, overwhelming the nation's im… https://t.co/gIpvSm2Dig",Wed Aug 01 15:30:08 +0000 2018,0.0,0.0,1.0,0.0,88
288,CNN,A man cheated with someone else's wife and now it'll cost him $8.8 million https://t.co/8Vdw43XwMM https://t.co/vTSQ2xRfBJ,Wed Aug 01 15:22:02 +0000 2018,-0.511,0.0,0.809,0.191,89
289,CNN,A bipartisan group of senators is demanding twice-monthly updates on family reunification from the Trump administra… https://t.co/lK0Nok54Vm,Wed Aug 01 15:10:05 +0000 2018,-0.226,0.0,0.888,0.112,90
290,CNN,This app works like Tinder -- for female friendships https://t.co/pURh149lOF https://t.co/ILPAEBlsuV,Wed Aug 01 15:00:12 +0000 2018,0.625,0.362,0.638,0.0,91
291,CNN,"A top Australian supermarket is dropping plans to charge for plastic bags, saying shoppers have struggled to adjust… https://t.co/guI78f6NNh",Wed Aug 01 14:50:16 +0000 2018,-0.153,0.089,0.792,0.119,92
292,CNN,"Apple is this close to $1,000,000,000,000 https://t.co/egELuDwvDr https://t.co/Ogsk6BcZeY",Wed Aug 01 14:42:03 +0000 2018,0.0,0.0,1.0,0.0,93
293,CNN,"When he noticed a teen with autism was interested in what he was doing, this grocery store worker let him help stoc… https://t.co/cZkwiozAnZ",Wed Aug 01 14:35:00 +0000 2018,0.66,0.213,0.787,0.0,94
294,CNN,President Trump calls on Attorney General Jeff Sessions to end special counsel Robert Mueller's investigation of Ru… https://t.co/vgNUlIyhCB,Wed Aug 01 14:24:30 +0000 2018,0.402,0.137,0.863,0.0,95
295,CNN,"Cody Wilson fired the first fully 3D printed gun in 2013. Not long after, he posted the blueprint for the weapon to… https://t.co/ETorfONhIu",Wed Aug 01 14:15:18 +0000 2018,-0.816,0.0,0.703,0.297,96
296,CNN,"On a hillside in Vietnam, giant hands extend, holding a new steel bridge that has attracted scores of visitors sinc… https://t.co/SUBwF7KOVa",Wed Aug 01 14:02:00 +0000 2018,0.542,0.209,0.791,0.0,97
297,CNN,"President Trump says his attorney general, Jeff Sessions, should end special counsel Robert Mueller's investigation… https://t.co/HwIatDbt0j",Wed Aug 01 13:50:40 +0000 2018,0.402,0.153,0.847,0.0,98
298,CNN,"The Trump administration is making it easier to obtain coverage through short-term health insurance plans, which do… https://t.co/FKaObm5dWm",Wed Aug 01 13:40:06 +0000 2018,0.422,0.141,0.859,0.0,99
299,CNN,One of Australia's largest hotel chains has been fined $2.2 million for trying to prevent negative TripAdvisor revi… https://t.co/3wptwghRST,Wed Aug 01 13:33:01 +0000 2018,-0.557,0.05,0.78,0.17,100
300,Fox News,"Mollie Tibbets' disappearance a 'total shock,' Iowa residents say. https://t.co/3n1qkAL1UY",Thu Aug 02 01:18:33 +0000 2018,0.0,0.0,1.0,0.0,1
301,Fox News,".@dbongino on Manafort trial: ""Paul Manafort is guilty of something, he's guilty of helping @realDonaldTrump win an… https://t.co/LApgHTWcOa",Thu Aug 02 01:07:59 +0000 2018,0.103,0.234,0.547,0.219,2
302,Fox News,"""Today, we prove these heroes were never forgotten.""

@VP Pence​ spoke at a ceremony Wednesday as remains, believed… https://t.co/jRe3zuNykV",Thu Aug 02 01:06:27 +0000 2018,0.511,0.163,0.837,0.0,3
303,Fox News,'That's the Point of Government': WA 'Democratic Socialist' US House Candidate Defends Platform https://t.co/IsoA9guuPP,Thu Aug 02 00:50:01 +0000 2018,0.0,0.0,1.0,0.0,4
304,Fox News,RT @FoxBusiness: .@cvpayne provides an after hours stock update as markets were mixed on Fed and trade concerns. https://t.co/wswT3qqtW3 ht…,Thu Aug 02 00:46:58 +0000 2018,0.0,0.0,1.0,0.0,5
305,Fox News,"Florida woman arrested after leaving 6 kids ‘infested with lice’ at home, police say https://t.co/5yCpSlCq9B",Thu Aug 02 00:35:33 +0000 2018,-0.477,0.0,0.807,0.193,6
306,Fox News,California Safeway calls cops on woman donating food to homeless man https://t.co/obcclpUxoq,Thu Aug 02 00:28:15 +0000 2018,0.0,0.0,1.0,0.0,7
307,Fox News,New 'Terminator' image features Linda Hamilton in iconic role https://t.co/cEZQizOsJj,Thu Aug 02 00:19:56 +0000 2018,0.0,0.0,1.0,0.0,8
308,Fox News,.@VP hails 'tangible progress' with North Korea as remains of presumed Korean War dead arrive in Hawaii https://t.co/c8VIpgXZBe,Thu Aug 02 00:13:23 +0000 2018,-0.751,0.108,0.577,0.315,9
309,Fox News,Arkansas man says he planned attack on cop who was accompanied by family. https://t.co/ODuxehBCeO,Wed Aug 01 23:59:00 +0000 2018,-0.477,0.0,0.807,0.193,10
310,Fox News,.@VP Pence's guests at the ceremony receiving the remains of Korean War servicemen lost their fathers in the war. https://t.co/eddRpz1toR,Wed Aug 01 23:53:35 +0000 2018,-0.878,0.0,0.627,0.373,11
311,Fox News,Mueller prosecutors rebuked repeatedly by trial judge with a history of colorful rulings. https://t.co/1uoPzQVQBz,Wed Aug 01 23:46:49 +0000 2018,0.0,0.0,1.0,0.0,12
312,Fox News,Flag-draped transfer cases are escorted off the plane during the honorable carry ceremony at @JointBasePHH. The tra… https://t.co/jmrqmobs4B,Wed Aug 01 23:38:24 +0000 2018,0.542,0.171,0.829,0.0,13
313,Fox News,".@VP Pence: ""We will never stop striving until every hero lost in the Korean War is home."" https://t.co/Suudj3gA07",Wed Aug 01 23:38:19 +0000 2018,-0.181,0.214,0.545,0.241,14
314,Fox News,".@VP Pence: ""Our work will not be complete until all our fallen heroes are accounted for and home."" https://t.co/UvCasaKfDy",Wed Aug 01 23:29:22 +0000 2018,0.202,0.145,0.746,0.11,15
315,Fox News,".@VP Pence: ""Some have called the Korean War 'The Forgotten War,' but today we prove these heroes were never forgot… https://t.co/EiAbdUPEpP",Wed Aug 01 23:26:50 +0000 2018,0.372,0.169,0.683,0.148,16
316,Fox News,"Democratic Socialist U.S. House candidate Sarah Smith: ""Single-payer systems save money."" #TheStory https://t.co/Zc1wZNOpF6",Wed Aug 01 23:25:57 +0000 2018,0.494,0.211,0.789,0.0,17
317,Fox News,.@VP makes remarks as @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases be… https://t.co/D84WrPAV2C,Wed Aug 01 23:20:15 +0000 2018,0.542,0.171,0.829,0.0,18
318,Fox News,Twitter CEO says he gets why conservatives are suspicious of Big Tech. https://t.co/x8yk4Ah7fB,Wed Aug 01 23:13:00 +0000 2018,-0.361,0.0,0.828,0.172,19
319,Fox News,The @dodpaa hosts an honorable carry ceremony at @JointBasePHH. The flag-draped transfer cases being carried in the… https://t.co/okdgKVIhRW,Wed Aug 01 23:11:21 +0000 2018,0.542,0.171,0.829,0.0,20
320,Fox News,"Mueller's office flags alleged illegal foreign lobbying involving Tony Podesta, Vin Weber, Greg Craig https://t.co/QTsYCSRjWg",Wed Aug 01 23:08:04 +0000 2018,-0.599,0.0,0.726,0.274,21
321,Fox News,".@jonathanvswan on trade tensions with China: ""[@POTUS is] making a big gamble. His gamble is that he can break Pre… https://t.co/lAu6FXvmx9",Wed Aug 01 22:57:37 +0000 2018,-0.402,0.0,0.876,0.124,22
322,Fox News,".@jonathanvswan on firing Mueller: ""There's nothing stopping [@POTUS] from doing it except the fact that he knows f… https://t.co/Na7oIFx0Ml",Wed Aug 01 22:48:12 +0000 2018,-0.24,0.069,0.816,0.115,23
323,Fox News,Ohio State coach Urban Meyer put on leave amid abuse probe of fired assistant https://t.co/15uwFy4l62,Wed Aug 01 22:39:18 +0000 2018,-0.84,0.0,0.571,0.429,24
324,Fox News,"Pet pig scares off would-be robbers at Indiana home, police say https://t.co/MlcUjnL3Vy",Wed Aug 01 22:35:41 +0000 2018,-0.34,0.0,0.821,0.179,25
325,Fox News,".@GillianHTurner: ""The Trump administration green-lighted a plan [Wednesday] that allows health insurers to offer c… https://t.co/WHDEjXrCER",Wed Aug 01 22:33:30 +0000 2018,0.0,0.0,1.0,0.0,26
326,Fox News,"Dan Springer: ""Among the 55 containers of remains there is just one dog tag and that concerns some people. But we'r… https://t.co/lp94dBM3fB",Wed Aug 01 22:28:05 +0000 2018,0.0,0.0,1.0,0.0,27
327,Fox News,The Iranian economy is faltering under U.S. pressure; @RichEdsonDC reports. #SpecialReport https://t.co/uA7FHq4VRN https://t.co/4zKFZYGEhB,Wed Aug 01 22:25:07 +0000 2018,-0.296,0.0,0.845,0.155,28
328,Fox News,Mueller responds to Trump attorneys' request for parameters of potential interview; @johnrobertsFox reports.… https://t.co/dRjSUyHNjV,Wed Aug 01 22:14:20 +0000 2018,0.0,0.0,1.0,0.0,29
329,Fox News,Twitter CEO gets why conservatives are suspicious of Big Tech https://t.co/5I4dIldr6R,Wed Aug 01 22:12:18 +0000 2018,-0.361,0.0,0.8,0.2,30
330,Fox News,"INCREDIBLE: This pizza delivery guy stunned a family when he asked to play their piano. Little did they know, 18-ye… https://t.co/E7eiCfqVAn",Wed Aug 01 21:56:54 +0000 2018,0.25,0.11,0.826,0.064,31
331,Fox News,"Massachusetts woman enraged by Trump bumper sticker intentionally rammed into car, police say. https://t.co/DPZYLxWLgq",Wed Aug 01 21:51:04 +0000 2018,-0.402,0.0,0.828,0.172,32
332,Fox News,.@SenGillibrand fires back at George Soros over her calls for Franken to resign. https://t.co/3HlNb9v472,Wed Aug 01 21:42:00 +0000 2018,-0.34,0.0,0.844,0.156,33
333,Fox News,Philippine government crushes dozens of luxury cars worth millions. https://t.co/oOgA6zD8H1,Wed Aug 01 21:36:00 +0000 2018,-0.25,0.148,0.625,0.227,34
334,Fox News,"Mollie Tibbetts' boyfriend, brothers, father urge witnesses to 'come forward' in exclusive interviews. https://t.co/GfsOO3kvkA",Wed Aug 01 21:28:46 +0000 2018,0.128,0.103,0.897,0.0,35
335,Fox News,".@JesseBWatters: ""Right now, Maxine Waters is the face of the Democratic Party, and that's frightening."" #TheFive https://t.co/pb51PxQwbU",Wed Aug 01 21:20:40 +0000 2018,0.402,0.144,0.856,0.0,36
336,Fox News,Arizona town is building tiny homes for teachers who can't afford to live closer. https://t.co/vrFOn1xc4L,Wed Aug 01 21:16:00 +0000 2018,0.0,0.0,1.0,0.0,37
337,Fox News,"Great white shark attacks seal off Massachusetts coast as surfers scramble to shore, video shows. https://t.co/fmauRxH2Qg",Wed Aug 01 21:10:56 +0000 2018,0.296,0.195,0.667,0.138,38
338,Fox News,JUST IN: Mueller responds to Trump attorneys' request for parameters of potential interview. https://t.co/UZoXz1kswk,Wed Aug 01 21:04:09 +0000 2018,0.0,0.0,1.0,0.0,39
339,Fox News,Utah man claims McDonald's employee drugged his drink https://t.co/QQkYXNVuBH,Wed Aug 01 21:01:35 +0000 2018,0.0,0.0,1.0,0.0,40
340,Fox News,Trouble for Ted?: New TX Poll Shows Cruz Challenger Only 2 Points Down https://t.co/hA7W9gPiYC,Wed Aug 01 20:55:52 +0000 2018,0.258,0.271,0.574,0.155,41
341,Fox News,Connecticut woman searches for stolen necklace that contains infant son's ashes: 'I feel incomplete' https://t.co/yBaF6XRTRn,Wed Aug 01 20:47:50 +0000 2018,-0.494,0.0,0.814,0.186,42
342,Fox News,"National ICE Council President Chris Crane: ""We are not going to let people like this scare us out of doing our job… https://t.co/q9Bq2XNaBx",Wed Aug 01 20:43:19 +0000 2018,-0.307,0.092,0.771,0.138,43
343,Fox News,"On @AmericaNewsroom, @cvpayne celebrated positive economic news. https://t.co/Nn6FRWsrz5 https://t.co/cBSNPnsbtD",Wed Aug 01 20:33:49 +0000 2018,0.807,0.51,0.49,0.0,44
344,Fox News,"Iran planning Gulf 'swarm' drill involving 100 gun boats within days, US officials say. https://t.co/WOjhl3ckMN",Wed Aug 01 20:24:57 +0000 2018,-0.34,0.0,0.854,0.146,45
345,Fox News,RT @ShepNewsTeam: Shep is live on Facebook Watch: https://t.co/IWgmOPBXqm,Wed Aug 01 20:04:54 +0000 2018,0.0,0.0,1.0,0.0,46
346,Fox News,'Calexit' supporters now want to give away nearly half of California to create an independent Native American natio… https://t.co/6IY6QiTuBb,Wed Aug 01 20:04:42 +0000 2018,0.649,0.283,0.717,0.0,47
347,Fox News,.@ShepNewsTeam is live with the 'Fox News Update' on Facebook Watch: https://t.co/584lSOl7Bz https://t.co/XzvTDwbCn0,Wed Aug 01 20:03:10 +0000 2018,0.0,0.0,1.0,0.0,48
348,Fox News,"Former waitress in Arizona returns $1,000 she stole from restaurant in 1990s https://t.co/sVa2wiyYxi",Wed Aug 01 20:03:00 +0000 2018,0.0,0.0,1.0,0.0,49
349,Fox News,All 99 passengers and four crew members made it out alive from a plane crash in Mexico. @ShepNewsTeam… https://t.co/2E85kv7pxP,Wed Aug 01 19:53:36 +0000 2018,-0.026,0.122,0.751,0.127,50
350,Fox News,".@POTUS' 'sanctuary cities' executive order is unconstitutional, US appeals court rules. https://t.co/lGoKljwHzg",Wed Aug 01 19:46:28 +0000 2018,0.0,0.0,1.0,0.0,51
351,Fox News,RT @ShepNewsTeam: We will be live for today’s @FoxNews Afternoon Update on Facebook Watch with the latest on missing college student Mollie…,Wed Aug 01 19:46:15 +0000 2018,-0.296,0.0,0.905,0.095,52
352,Fox News,Ohio judge orders chatty defendant's mouth taped for sentencing https://t.co/pPQ28UeeBl,Wed Aug 01 19:45:35 +0000 2018,-0.153,0.0,0.849,0.151,53
353,Fox News,"Former President @BarackObama endorses dozens of Dems, but snubs @Ocasio2018. (via @brookefoxnews) https://t.co/jvMelfeKcL",Wed Aug 01 19:35:15 +0000 2018,-0.535,0.101,0.653,0.246,54
354,Fox News,A U.S. soldier salutes during a repatriation ceremony for the remains of U.S. soldiers killed in the Korean War and… https://t.co/j5g6buF2Im,Wed Aug 01 19:27:36 +0000 2018,-0.856,0.0,0.669,0.331,55
355,Fox News,".@GOPChairwoman: ""People want President Trump's endorsement more than they want President Obama's."" #OutnumberedOT https://t.co/25iq3qFQHI",Wed Aug 01 19:23:31 +0000 2018,0.44,0.308,0.692,0.0,56
356,Fox News,JUST IN: Suspect identified in murder of George H.W. Bush's former doctor. https://t.co/Kw6T2RMplv,Wed Aug 01 19:16:21 +0000 2018,-0.784,0.0,0.615,0.385,57
357,Fox News,"RT @FoxNewsResearch: #Trump Admin Unraveling #Obamacare:
•June:
—DOJ no longer defending ACA in court
—Rule allows small biz, self-employed…",Wed Aug 01 19:11:40 +0000 2018,-0.296,0.0,0.891,0.109,58
358,Fox News,Minnesota speeders' bizarre excuses include a 99 mph Taco Bell run https://t.co/mnOkwStcoc,Wed Aug 01 19:05:42 +0000 2018,-0.318,0.0,0.813,0.187,59
359,Fox News,".@AriFleischer on the economy: ""Inflation, unless it's rampant, doesn't hurt you as much as if your wages are not g… https://t.co/RItY1SsoAG",Wed Aug 01 18:46:31 +0000 2018,0.417,0.122,0.878,0.0,60
360,Fox News,President @realDonaldTrump is set to propose a 25-percent tariff on $200 billion of imported Chinese goods;… https://t.co/YzcySKD4gd,Wed Aug 01 18:39:50 +0000 2018,0.0,0.0,1.0,0.0,61
361,Fox News,State pension deficits - as of fiscal year 2016. https://t.co/l0B5tsW2Xx,Wed Aug 01 18:37:53 +0000 2018,0.0,0.0,1.0,0.0,62
362,Fox News,"""I just got tired of how broken Washington is. You know, my view from 18,000 feet over Syria, Iraq and Afghanistan… https://t.co/b0ZEFqMYRH",Wed Aug 01 18:36:12 +0000 2018,-0.718,0.0,0.769,0.231,63
363,Fox News,"Mom given emergency C-section without anesthesia, lawsuit claims https://t.co/5ggPnriLzc",Wed Aug 01 18:26:39 +0000 2018,-0.234,0.148,0.621,0.231,64
364,Fox News,".@ChrisStirewalt on Obama not endorsing red state Dems: ""This is an arrogant thing to do...He should stand back and… https://t.co/isOh1vvowX",Wed Aug 01 18:21:19 +0000 2018,-0.494,0.0,0.856,0.144,65
365,Fox News,NJ brothers find 5 coveted 1952 Mickey Mantle cards in old collection https://t.co/Z0IbQAb5RS,Wed Aug 01 18:18:00 +0000 2018,0.0,0.0,1.0,0.0,66
366,Fox News,"Bermuda Triangle mystery 'solved,' scientists claim https://t.co/tukmHC65Gg",Wed Aug 01 18:02:14 +0000 2018,0.0,0.0,1.0,0.0,67
367,Fox News,.@PressSec: “The president is going to continue to hold China responsible for their unfair trade practices. This ha… https://t.co/88tPrwD83F,Wed Aug 01 17:54:14 +0000 2018,-0.202,0.103,0.759,0.138,68
368,Fox News,".@PressSec: “At the president’s direction, the Department of Treasury is sanctioning Turkey’s Minister of Justice a… https://t.co/6Rfv0qXXZy",Wed Aug 01 17:50:54 +0000 2018,0.637,0.257,0.743,0.0,69
369,Fox News,.@PressSec: “The White House and FEMA have been actively monitoring the wildfires to ensure that federal assistance… https://t.co/NppvYEkMXo,Wed Aug 01 17:48:09 +0000 2018,0.599,0.234,0.766,0.0,70
370,Fox News,"NEWS ALERT: Awaiting @WhiteHouse press briefing - For full live coverage, tune in to Fox News Channel! https://t.co/to9cui1hbd",Wed Aug 01 17:32:41 +0000 2018,0.498,0.168,0.832,0.0,71
371,Fox News,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing. https://t.co/SSTYEFbRpp,Wed Aug 01 17:32:36 +0000 2018,0.0,0.0,1.0,0.0,72
372,Fox News,".@GOPChairwoman: ""People want President Trump's endorsement more than they want President Obama's."" #OutnumberedOT https://t.co/oR0NfCkH1x",Wed Aug 01 17:31:36 +0000 2018,0.44,0.308,0.692,0.0,73
373,Fox News,".@GOPChairwoman: ""@BarackObama didn't get anything done for 8 years that helped average working class families.""… https://t.co/RsgnohwF46",Wed Aug 01 17:29:00 +0000 2018,0.0,0.0,1.0,0.0,74
374,Fox News,".@GOPChairwoman on the Democratic Party: ""It's a divided party now. They're going further and further left.""… https://t.co/TQdKewi5IU",Wed Aug 01 17:28:19 +0000 2018,0.66,0.278,0.722,0.0,75
375,Fox News,".@GOPChairwoman: ""We look at 2016 and we recognize it was a repudiation of @BarackObama... I don't think a lot of c… https://t.co/IFHiiIW1bH",Wed Aug 01 17:27:26 +0000 2018,0.0,0.0,1.0,0.0,76
376,Fox News,".@GOPChairwoman: ""This list is more interesting for the omissions than for the people that [@BarackObama] put on it… https://t.co/tUUVYmKD5c",Wed Aug 01 17:26:41 +0000 2018,0.458,0.143,0.857,0.0,77
377,Fox News,".@GOPChairwoman: ""We need [@POTUS] on the trail to help us win in these midterms."" #OutnumberedOT https://t.co/xG8YTgz2wT",Wed Aug 01 17:24:59 +0000 2018,0.758,0.317,0.683,0.0,78
378,Fox News,".@GOPChairwoman: ""Complacency is the enemy of the party that takes the @WhiteHouse... Complacency is what we're mos… https://t.co/fU0wxwuQId",Wed Aug 01 17:24:21 +0000 2018,-0.202,0.122,0.721,0.158,79
379,Fox News,".@SenatorRisch: ""People need to be very, very careful about what they believe when they're on the Internet.""… https://t.co/Oo612QJjym",Wed Aug 01 17:15:16 +0000 2018,0.29,0.113,0.887,0.0,80
380,Fox News,A fire crew from San Luis Obispo County keeps an eye on an advancing wildfire from the perimeter of a residence Tue… https://t.co/z2KTzOvVjY,Wed Aug 01 17:13:32 +0000 2018,-0.34,0.0,0.893,0.107,81
381,Fox News,A crowd of early-risers gather near the summit of Cadillac Mountain in Acadia National Park to be among the first i… https://t.co/YF4Tycn384,Wed Aug 01 17:08:17 +0000 2018,0.0,0.0,1.0,0.0,82
382,Fox News,"NEWS ALERT: Awaiting @WhiteHouse press briefing - For full live coverage, tune in to Fox News Channel! https://t.co/ZsutH2TlSS",Wed Aug 01 16:57:04 +0000 2018,0.498,0.168,0.832,0.0,83
383,Fox News,".@newtgingrich: 'Good Chance' Manafort Wins at Trial, Making Mueller 'Look Like a Fool'
https://t.co/cuknpy32AY",Wed Aug 01 16:48:37 +0000 2018,0.802,0.505,0.364,0.132,84
384,Fox News,Trump urges Attorney General Sessions to end Russia probe https://t.co/s7RZvoad0O,Wed Aug 01 16:41:08 +0000 2018,0.0,0.0,1.0,0.0,85
385,Fox News,".@SenSchumer: ""The fly in the ointment here, of course, is @POTUS."" https://t.co/GzSiNiGfv6",Wed Aug 01 16:31:52 +0000 2018,0.0,0.0,1.0,0.0,86
386,Fox News,".@HARRISFAULKNER: ""@TheDemocrats right now are struggling to figure out who their base is."" #Outnumbered https://t.co/C2SOPrzmeL",Wed Aug 01 16:26:47 +0000 2018,-0.422,0.0,0.833,0.167,87
387,Fox News,Missing college student Mollie Tibbetts' boyfriend tells Fox News Channel of residents in the small Iowa town: 'You… https://t.co/yhE1cHS8CZ,Wed Aug 01 16:25:22 +0000 2018,-0.296,0.0,0.891,0.109,88
