,Source Account,Text,Date,Compound Score,Positive Score,Negative Score,Neutral Score,Tweets Ago
388,Fox News,".@DavidAsmanfox: ""We just had a wage figure increase of 2.8%. We haven't had an increase like that in 10 years.""… https://t.co/qmxGGGg9TV",Wed Aug 01 16:24:20 +0000 2018,0.727,0.295,0.705,0.0,89
389,Fox News,"Mollie Tibbetts' dad urges any witness to 'come forward,' says 'somebody knows something' - via @CristinaCorbin… https://t.co/buLFTOMItn",Wed Aug 01 16:23:06 +0000 2018,0.0,0.0,1.0,0.0,90
390,Fox News,"Mollie Tibbetts' dad urges any witness to 'come forward,' says 'somebody knows something' https://t.co/FdHdLIFAvT",Wed Aug 01 16:04:22 +0000 2018,0.0,0.0,1.0,0.0,91
391,Fox News,"On @AmericaNewsroom, @newtgingrich slammed liberals for not acknowledging President @realDonaldTrump's economic acc… https://t.co/mrkzyu0vQd",Wed Aug 01 15:56:00 +0000 2018,0.0,0.0,1.0,0.0,92
392,Fox News,"On @AmericaNewsroom​, @SteveHiltonx pushed back on those accusing President Donald J. Trump​ of starting a trade wa… https://t.co/R5u9CwnilQ",Wed Aug 01 15:49:00 +0000 2018,-0.178,0.0,0.904,0.096,93
393,Fox News,".@CoryGardner: ""We have to continue this doctrine of maximum pressure."" https://t.co/rRXTed1c97",Wed Aug 01 15:43:47 +0000 2018,0.0,0.0,1.0,0.0,94
394,Fox News,".@newtgingrich: ""84% of the American people believe sanctuary cities increase crime. 84%. Now, every Democrat in th… https://t.co/NmPOp2vJp4",Wed Aug 01 15:35:00 +0000 2018,-0.296,0.106,0.734,0.161,95
395,Fox News,Deadly Northern California fire 35% contained; @Jeff_Journalist reports. https://t.co/scZo32yCnL,Wed Aug 01 15:32:35 +0000 2018,-0.34,0.0,0.769,0.231,96
396,Fox News,Maxine Waters hit with FEC complaint over mailer money https://t.co/UDSNhxqgcM,Wed Aug 01 15:20:51 +0000 2018,-0.296,0.0,0.804,0.196,97
397,Fox News,".@HeyTammyBruce: Liberals still hysterical over Hillary Clinton's loss get their own 'disease' 
https://t.co/phlm9nxLI9",Wed Aug 01 15:18:00 +0000 2018,-0.34,0.0,0.764,0.236,98
398,Fox News,Trump urges Attorney General Sessions to end Russia probe https://t.co/s7RZvoad0O,Wed Aug 01 15:16:10 +0000 2018,0.0,0.0,1.0,0.0,99
399,Fox News,"Flames consume a home as the River Fire tears through Lakeport, California. https://t.co/5UMEK4NCBw",Wed Aug 01 15:08:00 +0000 2018,-0.511,0.0,0.699,0.301,100
400,The New York Times,"RT @jdelreal: I joined the Redding Fire Dept as they visited the place their colleague, Jeremy Stoke, was killed by the Carr Fire. As they…",Thu Aug 02 01:17:03 +0000 2018,-0.852,0.0,0.693,0.307,1
401,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/pGnyegNxFm,Thu Aug 02 01:02:02 +0000 2018,0.0,0.0,1.0,0.0,2
402,The New York Times,From @nytimestravel: A guide to 10 cities where you can have an upscale trip without paying top dollar https://t.co/2HFxU7e85E,Thu Aug 02 00:47:05 +0000 2018,-0.151,0.0,0.914,0.086,3
403,The New York Times,"The best TV shows and movies new to Netflix, Amazon and more in August https://t.co/DxRIesXB0P",Thu Aug 02 00:32:02 +0000 2018,0.71,0.312,0.688,0.0,4
404,The New York Times,"RT @NYTStyles: ""In its current form, wellness isn’t filling in the gaps left by medicine. It’s exploiting them."" — @DrJenGunter https://t.c…",Thu Aug 02 00:17:03 +0000 2018,0.0,0.122,0.756,0.122,5
405,The New York Times,"Tesla said that it was still on pace to turn a profit later this year, after a quarter in which it continued to bur… https://t.co/XA1Y8nnGjm",Thu Aug 02 00:02:02 +0000 2018,0.44,0.116,0.884,0.0,6
406,The New York Times,Democratic congressional candidates around the U.S. are putting a health care message at the center of their campai… https://t.co/6frr9DPzui,Wed Aug 01 23:47:03 +0000 2018,0.494,0.158,0.842,0.0,7
407,The New York Times,"“God, come to our aid”: Survivors of the Aeromexico flight that crashed tell their stories https://t.co/nks8AwsKxe",Wed Aug 01 23:32:04 +0000 2018,0.0,0.0,1.0,0.0,8
408,The New York Times,"RT @jakesilverstein: This weekend’s @NYTmag is devoted to one story, by @NathanielRich, about a crucial decade in the history of climate ch…",Wed Aug 01 23:17:03 +0000 2018,0.402,0.119,0.881,0.0,9
409,The New York Times,Ohio State announced that Urban Meyer was being put on paid administrative leave while the university investigates… https://t.co/BYv8qfSin8,Wed Aug 01 23:02:08 +0000 2018,-0.052,0.0,0.934,0.066,10
410,The New York Times,"RT @NYTSports: Urban Meyer claimed to not know about the accusations, but a report suggests his wife did https://t.co/SkFNLBDl0x",Wed Aug 01 22:50:48 +0000 2018,-0.166,0.0,0.912,0.088,11
411,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/RSWRTKBwGD,Wed Aug 01 22:47:06 +0000 2018,0.0,0.0,1.0,0.0,12
412,The New York Times,"Roughly three-dozen firefighters were searching for any remnants of their fallen colleague, Jeremy Stoke — a badge,… https://t.co/927x2dd3kh",Wed Aug 01 22:32:11 +0000 2018,-0.361,0.0,0.857,0.143,13
413,The New York Times,"RT @nytgraphics: The financial fraud trial of Paul Manafort, Donald J. Trump’s former campaign manager, opened on Tuesday. Here’s how he is…",Wed Aug 01 22:17:16 +0000 2018,-0.586,0.0,0.847,0.153,14
414,The New York Times,"The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subjec… https://t.co/FM38RI537y",Wed Aug 01 22:02:06 +0000 2018,0.477,0.14,0.86,0.0,15
415,The New York Times,You’re not the only one avoiding the subway in NYC. Ridership has dropped for the second year in a row as New Yorke… https://t.co/k2AW2zpDES,Wed Aug 01 21:47:07 +0000 2018,-0.34,0.0,0.902,0.098,16
416,The New York Times,"1931: Black residents are required to submit “health certificates” to enter a Pittsburgh pool
1949: 50 black swimme… https://t.co/4kugwcH73z",Wed Aug 01 21:32:06 +0000 2018,0.0,0.0,1.0,0.0,17
417,The New York Times,"RT @rachelswarns: In mid-July, a group of Muslim children attending an Arabic literacy   program decided to swim at their local pool in Del…",Wed Aug 01 21:17:19 +0000 2018,0.0,0.0,1.0,0.0,18
418,The New York Times,"President Trump may raise tariffs on fish, handbags and other goods from China to 25%, not 10% as planned https://t.co/5XCtI5zXpz",Wed Aug 01 21:01:05 +0000 2018,0.0,0.0,1.0,0.0,19
419,The New York Times,"As much as they may loath President Trump, members of the Green Party say several issues — including corporate dona… https://t.co/diKy468Zbf",Wed Aug 01 20:45:05 +0000 2018,0.402,0.124,0.876,0.0,20
420,The New York Times,The 5 largest quarterly stock buybacks on record now all belong to Apple https://t.co/NzFICM2WOJ,Wed Aug 01 20:30:10 +0000 2018,0.0,0.0,1.0,0.0,21
421,The New York Times,Condé Nast lost $120 million last year. Now the company plans to put 3 magazines up for sale. https://t.co/hId96CmLmG,Wed Aug 01 20:15:05 +0000 2018,-0.318,0.0,0.881,0.119,22
422,The New York Times,Google withdrew from China 8 years ago to protest the country's censorship and online hacking. Now the company is b… https://t.co/vsNVoflKbA,Wed Aug 01 20:00:06 +0000 2018,-0.25,0.0,0.905,0.095,23
423,The New York Times,"Why is the U.S. Embassy in London auctioning 1,200 rolls of toilet paper? We asked. They explained. https://t.co/SLGH5xEApJ",Wed Aug 01 19:45:05 +0000 2018,0.0,0.0,1.0,0.0,24
424,The New York Times,"The Freemason groups of England and Wales addressed the status of transgender people for the first time, saying men… https://t.co/C7HZktVBgN",Wed Aug 01 19:30:10 +0000 2018,0.0,0.0,1.0,0.0,25
425,The New York Times,"What is QAnon? Well, do you remember Pizzagate? It's a little like that: a web of baseless conspiracy theories. https://t.co/vbTGVDJudb",Wed Aug 01 19:15:05 +0000 2018,-0.116,0.202,0.65,0.147,26
426,The New York Times,"Thieves stole three royal treasures from a cathedral in Sweden, smashing open a display case and escaping on a spee… https://t.co/itFyagQtbO",Wed Aug 01 19:00:09 +0000 2018,-0.077,0.179,0.673,0.148,27
427,The New York Times,Barack Obama just endorsed 81 Democrats running in the 2018 elections. Many were longtime Obama loyalists. Most of… https://t.co/gmJuUYvO17,Wed Aug 01 18:45:08 +0000 2018,0.477,0.194,0.806,0.0,28
428,The New York Times,The CEO of the world's largest steel maker says Trump's tariffs have led to his company's best performance since 20… https://t.co/lHXEFeNQFn,Wed Aug 01 18:30:16 +0000 2018,0.637,0.174,0.826,0.0,29
429,The New York Times,"When the Trump administration announced a citizenship question would appear on the 2020 census, it was met with con… https://t.co/OnpKPNHT5H",Wed Aug 01 18:15:09 +0000 2018,0.0,0.0,1.0,0.0,30
430,The New York Times,Those green swirling masses you see on the beach? They're not algae. They're green worms. https://t.co/9Y1RvzF8Mr,Wed Aug 01 18:00:09 +0000 2018,0.0,0.0,1.0,0.0,31
431,The New York Times,"So, dogs or cats? Who owns the internet? Let us know in the comments: https://t.co/V1J3aSNPgv",Wed Aug 01 17:57:16 +0000 2018,0.0,0.0,1.0,0.0,32
432,The New York Times,Dogs can be dressed up and made to perform for their audiences in a way that cats just won’t. Maybe it’s not a surp… https://t.co/yIk9zPpcfO,Wed Aug 01 17:54:34 +0000 2018,0.0,0.0,1.0,0.0,33
433,The New York Times,But lately? We’re seeing more and more dogs on the internet. And this tells us something about how the internet its… https://t.co/OOUSVH5doy,Wed Aug 01 17:51:02 +0000 2018,0.0,0.0,1.0,0.0,34
434,The New York Times,They represent chaos without consequence. Cats represent the internet as an apolitical playground where crazy stuff… https://t.co/EP99xEwolm,Wed Aug 01 17:48:14 +0000 2018,-0.727,0.0,0.711,0.289,35
435,The New York Times,Cat videos are so popular on the internet that they’ve become universal shorthand for the internet itself. Or at le… https://t.co/earLad6qf8,Wed Aug 01 17:22:21 +0000 2018,0.56,0.153,0.847,0.0,36
436,The New York Times,Alaska Airlines apologized this week after a flight attendant asked a gay man to give up his seat next to his partn… https://t.co/1bUQ9QEcCW,Wed Aug 01 17:15:06 +0000 2018,0.318,0.103,0.897,0.0,37
437,The New York Times,A company in Britain is using edgy funeral ads to open a conversation about death. But some say the campaign goes t… https://t.co/pTr7ovWQrS,Wed Aug 01 17:04:32 +0000 2018,-0.494,0.0,0.819,0.181,38
438,The New York Times,"RT @liamstack: Even with Trump in the White House, many in the Green Party squint to see the difference between Democrats and Republicans.…",Wed Aug 01 16:45:09 +0000 2018,0.402,0.109,0.891,0.0,39
439,The New York Times,Candidates in this year’s midterm elections have a new tool in their campaign arsenal: mass-texts sent directly to… https://t.co/Y7kmXGhrJB,Wed Aug 01 16:30:06 +0000 2018,0.0,0.0,1.0,0.0,40
440,The New York Times,A reporter was surprised to learn that her New York Times article was censored in Qatar. Here's what happened. https://t.co/2v7fw2bxuT,Wed Aug 01 16:15:08 +0000 2018,0.077,0.093,0.829,0.078,41
441,The New York Times,"Accusations of harassment, bullying and editorial interference are roiling Billboard, just as the the whole industr… https://t.co/xqpmwYM5h1",Wed Aug 01 16:00:07 +0000 2018,-0.866,0.0,0.591,0.409,42
442,The New York Times,"Cody Wilson has been called one of the world's ""most dangerous people."" For more than 5 years, he has pushed to pub… https://t.co/yrvNbmOx5T",Wed Aug 01 15:45:09 +0000 2018,-0.526,0.0,0.861,0.139,43
443,The New York Times,"RT @NYTmag: Thirty years ago, we almost saved the planet. This is the story of how we failed. https://t.co/EglEQFwHPu https://t.co/WBtopm5p…",Wed Aug 01 15:30:08 +0000 2018,-0.201,0.105,0.756,0.139,44
444,The New York Times,If this hearty quinoa and white bean soup recipe proves anything it is: Soup doesn't have to be loaded with meat to… https://t.co/hULMJ2xXmQ,Wed Aug 01 15:15:11 +0000 2018,0.0,0.0,1.0,0.0,45
445,The New York Times,A new app lets you pay celebrities to... just say stuff https://t.co/Ayq0prHiPt,Wed Aug 01 15:00:07 +0000 2018,-0.103,0.0,0.877,0.123,46
446,The New York Times,"RT @NYTScience: The Fields Medal, bestowed every four years to mathematicians 40 years or younger, is often described as the subject’s Nobe…",Wed Aug 01 14:45:10 +0000 2018,0.477,0.129,0.871,0.0,47
447,The New York Times,Breaking News: President Trump called on Attorney General Jeff Sessions to end the special counsel investigation an… https://t.co/VnBmYgiEZT,Wed Aug 01 14:32:06 +0000 2018,0.402,0.137,0.863,0.0,48
448,The New York Times,RT @jessbidgood: Those police officers who quit over ill-fitting vests and old cruisers? There is a little more to the story. I went to Bla…,Wed Aug 01 14:15:09 +0000 2018,0.0,0.0,1.0,0.0,49
449,The New York Times,A major Australian supermarket chain reversed its decision to ban single-use plastic bags after its customers compl… https://t.co/NghMlHX3kj,Wed Aug 01 14:00:15 +0000 2018,-0.557,0.0,0.816,0.184,50
450,The New York Times,"""He uses it for every occasion — it's like his 'aloha,'"" Stephen  Colbert poked fun at President Trump for how ofte… https://t.co/oOIIjeilNC",Wed Aug 01 13:45:04 +0000 2018,0.7,0.234,0.766,0.0,51
451,The New York Times,There were no signs of foul play when a pregnant bottlenose dolphin washed up in Mississippi. Then they found the b… https://t.co/LwylbIyUc3,Wed Aug 01 13:30:08 +0000 2018,0.052,0.102,0.805,0.093,52
452,The New York Times,"RT @nytlizrobbins: Cayuga Centers transformed from a modest upstate NY program, one that was struggling to keep kids safe, to the largest p…",Wed Aug 01 13:15:06 +0000 2018,0.026,0.113,0.778,0.109,53
453,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/OqaZ6IEwi0 https://t.co/IuucSqpyG5,Wed Aug 01 13:00:10 +0000 2018,0.0,0.0,1.0,0.0,54
454,The New York Times,The Justice Department is investigating claims that drug companies doing business in Iraq knew that the free medici… https://t.co/Pd9GF3CFJA,Wed Aug 01 12:46:08 +0000 2018,0.772,0.283,0.717,0.0,55
455,The New York Times,Paul Manafort's trial on financial fraud charges opened on Tuesday with an effort by his defense team to deflect bl… https://t.co/LVww9IfjgB,Wed Aug 01 12:30:09 +0000 2018,-0.66,0.059,0.709,0.232,56
456,The New York Times,"After a record level of turnover in the Trump administration, Stephen Miller has succeeded in surrounding himself w… https://t.co/hHX1naIkJR",Wed Aug 01 12:14:04 +0000 2018,0.422,0.141,0.859,0.0,57
457,The New York Times,"Your daily @DealBook Briefing:

• Facebook flags midterm meddling.

• Apple sweats its way to $1 trillion.

• Googl… https://t.co/cLxoo92uGK",Wed Aug 01 12:00:14 +0000 2018,0.0,0.0,1.0,0.0,58
458,The New York Times,"RT @nytopinion: Steven Mnuchin, the Treasury secretary, wants to give the superrich another huge tax break just months after Congress passe…",Wed Aug 01 11:44:04 +0000 2018,0.477,0.177,0.823,0.0,59
459,The New York Times,"""They are expanding everything,"" an arms control expert said about North Korea. ""And to be fair, they have never sa… https://t.co/A0gVIHxCOF",Wed Aug 01 11:30:07 +0000 2018,0.318,0.103,0.897,0.0,60
460,The New York Times,Blueprints for making a variety of plastic guns on 3-D printers were scheduled to be posted online today. Here's a… https://t.co/spieYYWSZC,Wed Aug 01 11:20:08 +0000 2018,0.0,0.0,1.0,0.0,61
461,The New York Times,Robert Mueller has referred 3 investigations into possible illicit foreign lobbying to federal prosecutors in New Y… https://t.co/VQ1hkkwUwE,Wed Aug 01 11:11:05 +0000 2018,-0.077,0.0,0.925,0.075,62
462,The New York Times,"Sarah Hanson-Young, an Australian senator, filed a defamation suit against a fellow lawmaker who she says made a se… https://t.co/T25tppuKo6",Wed Aug 01 11:01:07 +0000 2018,0.0,0.0,1.0,0.0,63
463,The New York Times,"RT @amyvirshup: Separated children at Cayuga Centers took the city by surprise, but in fact, it had been making itself into the biggest fos…",Wed Aug 01 10:51:01 +0000 2018,0.141,0.063,0.937,0.0,64
464,The New York Times,"""The church is immersed in a deep crisis, and those who committed abuses against minors have to pay for those crime… https://t.co/z34sqali0m",Wed Aug 01 10:40:06 +0000 2018,-0.791,0.074,0.603,0.323,65
465,The New York Times,"Tommy Robinson, the jailed British far-right activist who has gained the support of figures like Stephen Bannon, wa… https://t.co/qTO1AlmNmq",Wed Aug 01 10:30:14 +0000 2018,0.557,0.3,0.577,0.123,66
466,The New York Times,"Taiwan has been chosen as the first Asian host for the Oslo Freedom Forum, an international human rights conference  https://t.co/XChjLbVQe2",Wed Aug 01 10:15:07 +0000 2018,0.637,0.181,0.819,0.0,67
467,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/q0Y7ThSrbe https://t.co/hlUo4wgDYx,Wed Aug 01 10:00:09 +0000 2018,0.0,0.0,1.0,0.0,68
468,The New York Times,One construction firm used China's Belt and Road plan to justify a deal to build an amusement park in an Indonesian… https://t.co/kfqohSMqPG,Wed Aug 01 09:45:05 +0000 2018,0.361,0.111,0.889,0.0,69
469,The New York Times,The second-largest number of votes in Cambodia's general election went to a surprising beneficiary: no one https://t.co/jqco30UHC4,Wed Aug 01 09:32:05 +0000 2018,0.511,0.314,0.58,0.106,70
470,The New York Times,Facebook said that it had identified a political influence campaign that was potentially built to disrupt the U.S.… https://t.co/wuePI6gIjl,Wed Aug 01 09:15:08 +0000 2018,0.0,0.0,1.0,0.0,71
471,The New York Times,"Police say a Connecticut man used dating apps to hunt women, including a nurse he met through Tinder who was murder… https://t.co/lBWHxlaLq0",Wed Aug 01 09:00:05 +0000 2018,0.0,0.0,1.0,0.0,72
472,The New York Times,RT @nytimesworld: 3 Russian journalists who were investigating the activities of a private security company were killed in the Central Afri…,Wed Aug 01 08:46:05 +0000 2018,-0.477,0.1,0.711,0.188,73
473,The New York Times,"""The touchpoint with ISIS is not by proximity to the caliphate but through the relationships they make online,"" sai… https://t.co/VAwrV6KNpQ",Wed Aug 01 08:30:08 +0000 2018,0.0,0.0,1.0,0.0,74
474,The New York Times,"RT @nytimesworld: “I don’t think the government realizes how bad the drought is,” one Australian cattle farmer said. “Farmers are past the…",Wed Aug 01 08:15:06 +0000 2018,-0.542,0.0,0.857,0.143,75
475,The New York Times,"""Among everyone caught up in the #MeToo movement, only Mr. Moonves was so bold — or so reckless — as to start a civ… https://t.co/C91XUrI0So",Wed Aug 01 08:02:02 +0000 2018,0.096,0.128,0.759,0.114,76
476,The New York Times,RT @nytopinion: Exploiting my family by having my sister disown me on state television was by far Iran's most ferocious attempt to shame me…,Wed Aug 01 07:47:02 +0000 2018,-0.771,0.0,0.732,0.268,77
477,The New York Times,"""You started understanding the life of the people, how they lived, what they thought, who they loved"" https://t.co/D64VSN8vlm",Wed Aug 01 07:32:06 +0000 2018,0.599,0.187,0.813,0.0,78
478,The New York Times,China’s Plan to Win Friends and Influence Includes Ski Slopes and Spas https://t.co/xK8ySAhcMY,Wed Aug 01 07:18:31 +0000 2018,0.784,0.385,0.615,0.0,79
479,The New York Times,RT @PekingMike: Important story on some pushback against Xi - must read. By ⁦@ChuBailiang⁩  https://t.co/FRa3dyxP4Q,Wed Aug 01 07:18:06 +0000 2018,0.202,0.122,0.878,0.0,80
480,The New York Times,One Cambodian voter defaced his or her ballot with a lively reference to a dog’s anatomy. Others ticked every singl… https://t.co/eJrY025AvH,Wed Aug 01 07:05:06 +0000 2018,0.026,0.128,0.749,0.123,81
481,The New York Times,There it was: Glowering red on the dashboard of the sky like an astrological warning light next to the full Blood M… https://t.co/h16wlMDCnI,Wed Aug 01 06:36:50 +0000 2018,0.026,0.097,0.811,0.093,82
482,The New York Times,"New Jersey, in a first-of-its-kind initiative, has set aside millions to pay for community journalism. ""It’s one of… https://t.co/o3Tq6hcRD4",Wed Aug 01 06:19:32 +0000 2018,-0.103,0.0,0.924,0.076,83
483,The New York Times,RT @nytimesworld: Rumors are swirling in Tehran that secret talks with the United States may already be under way. The foreign minister of…,Wed Aug 01 06:02:05 +0000 2018,0.422,0.113,0.887,0.0,84
484,The New York Times,"News of Laos Dam Failure Didn’t Reach Them, but the Water Did https://t.co/23TWO65fyh",Wed Aug 01 05:56:33 +0000 2018,-0.273,0.074,0.775,0.151,85
485,The New York Times,"Florida has an algae problem, and it’s big. A toxic bloom in the waters off the state’s southwestern coast is killi… https://t.co/jYlp7XXndg",Wed Aug 01 05:36:50 +0000 2018,-0.402,0.0,0.881,0.119,86
486,The New York Times,"His mother ran toward him, her heart racing. ""I cried and hugged him — but he didn't even care. He stood there froz… https://t.co/nO4UfYyt5K",Wed Aug 01 05:19:44 +0000 2018,-0.526,0.068,0.738,0.193,87
487,The New York Times,"RT @nytopinion: Ida B. Wells, anti-lynching champion, finally gets her name on a street in Chicago. https://t.co/ZgF34gZoqc",Wed Aug 01 05:02:05 +0000 2018,0.71,0.296,0.704,0.0,88
488,The New York Times,An astrophysicist finds even more evidence for climate change on Earth — in outer space https://t.co/KlN43UsIg7,Wed Aug 01 04:42:05 +0000 2018,0.0,0.0,1.0,0.0,89
489,The New York Times,"RT @NYTNational: ⚡️ “Scorched Earth and Smoky Sky: What a California Wildfire Leaves Behind”

https://t.co/egXccw8EkH",Wed Aug 01 04:22:01 +0000 2018,0.0,0.0,1.0,0.0,90
490,The New York Times,Mueller Passes 3 Cases Focused on Illicit Foreign Lobbying to Prosecutors in New York https://t.co/8mva7NrkBl,Wed Aug 01 04:20:30 +0000 2018,0.318,0.164,0.755,0.082,91
491,The New York Times,"""This is really frightening if this is the new normal,"" said an energy industry analyst in Norway https://t.co/nMwkPhsTjq",Wed Aug 01 04:07:03 +0000 2018,-0.338,0.097,0.741,0.162,92
492,The New York Times,"Nationals 25, Mets 4: Mets Endure Most Lopsided Defeat in Franchise History https://t.co/TyukKqbwRD",Wed Aug 01 03:53:29 +0000 2018,-0.507,0.0,0.785,0.215,93
493,The New York Times,"Aloha Poke Co., which sent cease-and-desist letters to restaurants with similar names, has apologized after being a… https://t.co/7panJw26ec",Wed Aug 01 03:47:02 +0000 2018,0.318,0.119,0.881,0.0,94
494,The New York Times,"The remains of a Tuskegee Airman whose plane went down in 1944 have been identified, ending his daughter's quest fo… https://t.co/oKEJOv2y3S",Wed Aug 01 03:32:03 +0000 2018,0.0,0.0,1.0,0.0,95
495,The New York Times,RT @NYTFashion: One-piece swimsuits are more stylish anyway! https://t.co/aWY2lGcFnM,Wed Aug 01 03:17:05 +0000 2018,0.0,0.0,1.0,0.0,96
496,The New York Times,"The small town of Blandford, Massachusetts, lost its entire police force when all 4 officers quit, saying their job… https://t.co/oFancYvdKO",Wed Aug 01 03:02:02 +0000 2018,-0.318,0.0,0.887,0.113,97
497,The New York Times,A Florida sheriff defended his decision not to arrest a white shooting suspect who killed an unarmed black man. “I… https://t.co/6172xMTqXd,Wed Aug 01 02:47:00 +0000 2018,-0.687,0.082,0.647,0.271,98
498,The New York Times,"It has been a bruising time for Billboard, involving allegations of editorial interference and inappropriate behavi… https://t.co/ss2uVoGjOC",Wed Aug 01 02:32:03 +0000 2018,0.0,0.0,1.0,0.0,99
499,The New York Times,"RT @nytpolitics: Alex Jones, the founder of InfoWars, is seeking over $100,000 in court costs from the parents of Noah Pozner, who died at…",Wed Aug 01 02:17:03 +0000 2018,-0.557,0.0,0.865,0.135,100
